Genot,Temp,Family,meangr
X10897,37.5,O,2.92548798798799
X10897,40,O,1.72980765067065
X10898,20,O,2.5857306763285
X10898,25,O,3.13551981293521
X10898,30,O,4.05333333333333
X10898,35,O,4.35719799206641
X10898,37.5,O,4.93852339181287
X10898,40,O,3.07769993970023
X10899,20,O,1.79959239130435
X10899,25,O,2.27137457535081
X10899,30,O,2.99430555555556
