taxa,PC1,PC2,PC3,PC4,umax
X10920,11.5310396010837,38.2158136586457,-57.7638444508348,23.9963573221967,3.96724666276696
X10921,-27.0980537953745,24.8275298438946,-35.5194474546401,7.10428122230662,3.57045263735213
X10922,-28.3086942391605,26.8338892441929,-43.6090628186404,10.9460701235322,4.50539413835864
X10923,-20.3195612067144,32.2645021632881,-36.8153034656382,18.876768629854,3.05092342769582
X10925,-9.9764642858438,34.9749683504311,-44.5818990893525,23.5448344002455,4.53953772360008
X10926,-22.3974617900234,22.7693571349158,-42.3745173705152,6.93600044700023,4.93959541354065
X10927,-20.4108556448071,22.3975184891074,-41.5856056872183,6.23183249514276,4.83360440435976
X10928,-22.8537882576941,27.848833933521,-34.3723259600994,-2.06483016499581,4.01196399463539
X10929,-28.1368971007793,24.838869189161,-32.772688243902,-0.686574667602152,3.77075736874742
X10930,-23.5407022956732,31.0180134403737,-45.1459627740665,1.50938450364269,4.36066786253117
X10931,-22.8003035815251,29.8975147681905,-34.8362413221969,-1.21582223401388,4.16058786724565
X10932,-33.5689665425518,130.03623034195,-321.562709392365,-441.461449240179,4.10412940603572
X10934,-23.9074779064239,28.0009181099527,-43.1329179641899,4.22196861987075,4.68021215962337
X10935,-20.4047404286397,31.1310417424832,-39.7842338723074,4.95975632999967,5.03620571239055
X10936,-32.1532432943451,27.88855263423,-37.2584743639076,8.23439521281299,3.73512942916027
X10937,-23.9458247844019,36.1087500284518,-45.008184230022,3.48340652705757,4.47751171925834
X10938,-32.4051962292227,27.9446949723962,-37.3607347062309,8.19497927855232,3.64982073707094
X10939,-27.5151520294301,28.3039432472839,-39.1798671183689,7.7420794400998,3.81934128638743
X10941,-16.3567187656762,29.8853394673365,-45.9653596301805,7.84946099769155,5.16281270145271
X10942,-2.02388808056932,27.7519517212186,-55.0576223850711,10.2980759219003,4.32712333762879
X10943,-18.3137023535532,30.128762115138,-40.5046031956735,-1.63672597115653,4.70509490959778
X10946,-22.3095676870223,32.5819500355545,-41.8073803991085,-1.42371890236533,4.39677010160638
X10948,-390.006961874767,-317.520401236536,100.042332394946,-3.57408226363138,4.30819627344363
X10950,285.829665622245,-168.90843737336,72.8341786805013,-26.966979253192,4.47236321450905
X10951,-28.6668759894408,31.7875822281385,-40.995616268732,1.73927519352913,3.31846623241537
X10954,286.601230928934,-169.487248883716,72.975366209984,-27.1307468813171,4.50173582815202
X10982,-28.3539734785558,23.2494512516392,-36.4895534233632,12.0487180388947,4.50316397123904
X10983,-25.4269698481452,39.4035871191162,-40.048882301336,-10.9094148684541,2.48467479975817
XA1,-388.688886159425,-316.340643233406,100.63227773726,-7.93700907689526,4.2357711869233
XA10,-388.080550178544,-318.987842596628,107.509348761504,-1.75410958484815,4.26955958383429
XA11,-384.431651364697,-313.008683071356,101.075874802744,-5.40113006120892,4.52607674797081
XA12,-377.810665621644,-306.996128709522,88.498266250152,-0.875946944111871,3.9711612009641
XA13,-375.617614595092,-299.711729578396,90.4666065970923,-2.61788825250538,4.06710456073222
XA14,-386.509735777916,-314.301325537721,100.651560679424,0.00086602593201477,4.23105394731103
XA15,-383.926581968011,-314.18804996593,94.0300308029423,3.16704365524452,4.55720387714441
XA16,-381.244366564305,-307.8447257203,96.3142700339915,1.35461958570732,4.63447530651356
XA17,-378.883998320446,-302.620436065906,99.5450783823866,4.69875031607458,4.42642965304464
XA18,-387.773508617612,-319.502625225755,101.731884548319,3.80455679059376,4.21551608410036
XA19,-375.89746716933,-309.56391504134,96.3176846241072,0.178163182736435,3.77198008648779
XA2,-389.480538712611,-314.560523806185,104.659402620396,0.746126041286277,4.79103064042448
XA20,-388.147432504565,-315.770926627555,95.2821093338807,-0.5879162334306,3.95366556668785
XA21,-390.365381940899,-319.200430759809,102.028420316915,0.892904312200714,4.59523973912357
XA22,-378.968196838863,-309.082009238383,94.5164786633171,-0.614014957053645,4.08759027584366
XA23,-385.934027686071,-309.896528792979,106.158240385467,-1.83371252963409,4.54969673507089
XA24,-384.565757375153,-305.581448662889,101.833359251769,1.52840145876714,4.1526145483171
XA25,-391.836702797305,-315.540819282412,106.502541733621,-3.06290664580954,3.85970498119764
XA26,-374.608263765054,-305.722259100783,96.2903704259151,1.11682865405317,4.31550567756815
XA27,-391.034694862563,-312.221370095405,107.218598160062,2.1357594117867,4.50992745916907
XA28,-385.992927896221,-311.637276978602,104.583172930988,-0.392055265932571,3.87175074342726
XA29,-388.550490013214,-313.001845213456,97.316914703453,-5.03155101959622,4.01157714094559
XA3,-383.005470795097,-300.852388436683,96.7403374081218,-1.43131393654145,4.25682970403104
XA30,-389.5484863809,-318.271744008108,101.058610174978,-5.94191705307156,4.20325459186491
XA31,-378.016293131995,-306.750989120171,97.0972303647547,-3.85487350503631,4.70198631501059
XA32,-390.907896163641,-322.180921849601,103.857332662201,-1.72724338193737,4.44593424627233
XA33,-384.353528491245,-314.54624028956,101.027278711556,3.2313389149349,4.70741536246577
XA34,-384.334012056975,-313.757779762537,97.9652816367512,3.26265107418253,4.74674654924888
XA35,-383.158244272019,-309.723684924104,94.7131883208883,-2.211763306993,4.37725013093574
XA36,-379.064203142443,-308.70598602039,93.3478693824063,-3.77112655948531,4.82049004563249
XA37,-382.560969224384,-305.487417117555,99.8794711386695,1.20368142323036,4.29335722489226
XA38,-387.949932493645,-317.739685252937,97.9354031042945,-0.951914525894048,4.73283934489588
XA39,-385.232817224794,-318.731174422985,108.252166905668,1.7740335933204,4.58484075523051
XA4,-384.557557038987,-317.469605574863,105.210104212179,-0.838083605523412,4.16393683773788
XA40,-382.759179243153,-309.774258480758,94.1718246584975,-0.0449178358226976,4.85347240951712
XA41,-387.192117930255,-317.221075953825,106.144659394726,0.281696062810536,4.76316858227983
XA42,-380.480533788972,-301.107763491352,97.7180434617424,-2.40985062738127,4.73137434534923
XA43,-388.913496139292,-314.446231293349,103.109085560209,-3.82997610727432,4.44736349502272
XA44,-387.987696502904,-319.012131410287,98.4636340828009,-4.26255169611818,4.70424280094926
XA45,-392.859509862478,-318.338525979648,100.698843577387,-3.80796503808911,4.37519291553698
XA46,-386.415788181586,-311.907293953443,96.098652297412,-3.79023679596573,4.516443784856
XA47,-389.288823077862,-317.461027322632,102.264962272277,4.76950578533392,4.55263087375313
XA48,-377.366306051297,-306.814314052595,96.294208151984,-2.72550873662476,4.76763518780334
XA49,-386.619629575073,-316.790761415452,107.413346918568,1.35385456388093,4.65457609259305
XA5,-393.937963725665,-326.046285727304,104.338985838314,2.78598307605474,4.2658492836917
XA50,-383.399649081748,-308.042437964814,96.8412409719871,0.0396194262850577,4.85562163020961
XA51,-382.679011743871,-312.743460262009,101.45344483946,-3.35870112262297,4.51103519245115
XA52,-383.478025133219,-311.983792289577,103.180851917666,-0.700633214031871,4.98036849619484
XA53,-379.906523760507,-310.526815936656,97.4415868497753,0.207068979476868,4.51609818125595
XA54,-390.493525669349,-315.269489620134,103.398075845307,-3.94041844551051,4.39322076514169
XA55,-376.281735927249,-308.226997570515,101.586288114868,3.41083022897808,4.78206356373138
XA56,-385.207317383698,-310.350778959598,94.3125341637743,-1.51138690882402,4.68495805633286
XA57,-395.686933576127,-323.342766374893,108.186330906591,-1.01181213692859,5.06488108697119
XA58,-378.663405474417,-305.409958240912,91.4815808417798,0.652764370118004,4.64104161797508
XA59,-370.602325299864,-304.149169594717,91.5725921807719,2.53128735766546,4.4706088745954
XA6,-386.055501720745,-317.465947683697,101.151041997643,1.73283087878639,4.84515161920871
XA60,-372.864597684829,-300.091432085893,99.579444680634,-1.91748830794588,4.90754409394195
XA61,-390.219204274125,-317.535226315246,102.707437582559,-3.90853567256451,4.57827444857607
XA62,-393.685594758635,-321.205378330078,100.244777972944,2.40767039197187,4.70127065204324
XA63,-377.841320146176,-312.710836359758,97.8966582946535,1.93206856277057,4.62773973510418
XA64,-382.339793709606,-315.394049009216,101.087574116741,-3.59548877818525,4.69025382484553
XA65,-380.121175699159,-306.450047826001,97.4264445748654,0.229425524528924,4.21124668580557
XA66,-379.796684440293,-308.961082546823,99.6644399254327,1.34314684097342,4.41259487616517
XA67,-389.821096027765,-318.266531991479,106.05379020374,-1.47726349438255,4.36349691094188
XA68,-380.885842472771,-306.64929360904,92.8789726180524,-0.267928908029474,3.93090675295529
XA69,-377.540638214885,-307.029804521936,96.0728842360003,2.61918425930999,4.47424294738725
XA7,-386.19654442035,-311.826736887198,99.5421401942623,-0.756385397449008,4.54902565464021
XA70,-385.50230786165,-318.08470200468,96.7283577608027,0.39183957435944,4.19127001267023
XA71,-392.030322586265,-317.720968607171,110.056426448255,2.10846017907142,4.41317668209262
XA72,-387.768786775366,-310.550440654694,106.77653359991,-1.59171722876224,4.2604598732762
XA73,-378.960590925772,-301.289734706327,96.0033098406783,-2.3857663511141,4.67592956239041
XA74,-385.95614574108,-313.144797905436,98.0614005709836,-5.86210119544474,4.48208922975599
XA75,-389.449375670959,-314.263844837259,100.789776625677,-1.94547641412248,4.55260812165479
XA76,-373.054247733735,-299.118361368138,96.239811031893,3.00223462340306,4.49322006969635
XA77,-390.459432088159,-318.401522813358,100.191470157487,-0.666713441950282,4.86057147694201
XA78,-376.197771145756,-302.187095268787,98.1856196747537,2.36474823411453,4.46963372072827
XA79,-386.435605069304,-313.127567572156,104.203027643675,2.51789125648398,4.80690091038031
XA8,-389.762499101313,-313.377616887497,99.6199238880182,-2.72434551758472,4.36551155455567
XA80,-381.942394684079,-303.968046902965,100.465171287799,-4.47898091601785,4.97681256798579
XA81,-381.183923816072,-312.705739334636,102.102422501991,-0.522363856178201,4.38027544868384
XA82,-390.351114497311,-313.715625173379,108.441118543893,2.27288833770409,4.5378374726768
XA83,-380.877496369313,-314.086969445384,100.323076789926,0.898476277417018,4.22209374636863
XA84,-382.897912169437,-314.491055899176,97.3158305561842,1.48366079412732,4.59549927177366
XA85,-392.548304826615,-324.087998202791,101.634817201031,-4.57044108079676,4.68682276964531
XA86,-375.8433318506,-304.925638951457,99.6447690682481,4.69613776934433,4.17227150086047
XA87,-387.016947075802,-313.315191794912,103.073247769096,-0.14024486332803,4.41975703047246
XA88,-384.612609730284,-314.66661227219,105.247948728373,-1.08012676775376,4.72442590131519
XA89,-394.16726276914,-320.508689643389,109.725806712635,-3.8426885480465,4.69930314742061
XA9,-380.188195591929,-308.527775451285,98.7689201668721,0.460593740507627,4.10007059388319
XA90,-380.750646118261,-306.841260356096,101.69980945245,-0.61579975709221,4.62883308748499
XA91,-394.310185410202,-321.856570599203,105.18254247105,5.28206089185778,4.45706235618582
XA92,-382.657218673483,-306.743330739519,99.9920178765285,-3.58794149934789,4.26622710405778
XA93,-384.688785078945,-312.336071657828,97.5824967913277,-2.24986324484028,5.00088913727683
XA94,-384.292937117835,-317.919055537057,102.12616491098,-0.257241018834841,4.887556556264
XB1,25.2832500225057,181.464496613787,-339.224951680152,-444.49552974555,4.7271214948183
XB10,1.303119829187,167.500622440345,-335.119256236032,-438.266619405131,4.36860205197823
XB11,-0.71413207107176,163.836775996993,-335.390415312135,-453.453291703077,4.74129503870832
XB12,12.3354709032832,184.406377407025,-356.017212732783,-475.948684284843,4.57808584342143
XB13,4.65573047952109,173.439659266469,-357.894832949629,-483.102866198329,4.07320731756756
XB14,-10.07313989511,151.979223526873,-342.882313317516,-463.037402205656,4.62777566253677
XB15,-15.783576340667,162.943363168857,-352.002887630903,-485.19680866538,4.22037795141811
XB16,2.13204573677645,160.17610896015,-326.401426221135,-433.938793573685,4.24000407549927
XB17,2.7053405379299,147.482547511036,-307.958449692477,-395.028036765501,3.90798354680656
XB18,-0.38353255631271,168.534136419753,-344.978772673761,-467.335276438623,4.63420196145841
XB19,-6.82463939295191,164.520044665176,-343.902506067397,-467.131708647727,5.20957789064846
XB2,1.45218521832368,147.827282533566,-309.140673097144,-401.282825363419,3.90065039786769
XB20,-4.07818860692731,143.181688950626,-311.65265095873,-400.579026404259,4.22580242697436
XB21,-2.01865044297754,149.075348563091,-320.103554014386,-426.15871081976,4.37221000074442
XB22,-11.2053029600135,161.968895243882,-348.47186463385,-470.85738830308,5.10652268171969
XB23,-5.86753173281944,153.115949339952,-320.155472384017,-420.464688944536,4.90111715532635
XB24,8.72766521321487,178.698581966623,-350.103110392417,-479.253283058715,4.68516158350749
XB25,-9.37645214755977,142.127083712511,-317.481556660408,-423.888050129521,4.47126807269881
XB26,-6.15098289812972,143.475857426464,-312.085314378534,-419.047107637058,4.49535469822221
XB27,-18.5193573882703,141.961335446676,-324.207318912929,-437.942054007828,4.5136797901812
XB28,-18.0963863063342,142.970287757091,-330.72708907402,-438.898363906807,3.9308727536031
XB29,11.0019203262048,158.577671276288,-312.420119008029,-399.268479820343,4.54018191373829
XB3,9.4145181928098,176.717211603144,-347.073181004041,-463.761134193636,3.61883835780501
XB30,-0.864821307757369,160.099418720575,-335.803006141212,-441.348282911952,4.74282780265388
XB31,14.1689256968398,170.713038289845,-338.181077958362,-457.567929834479,4.97602835208101
XB32,-5.93942606854543,166.304752691415,-331.224742456348,-450.299260012155,5.25689027746697
XB33,2.68052026215047,151.837793321052,-310.061312412654,-406.873942784002,4.72333865807378
XB34,-7.70227728075764,141.779795420656,-324.514027834919,-427.105617890945,4.07911019819117
XB35,-16.9293508651781,139.970677308808,-322.075472596708,-428.455089654592,4.76346127435663
XB36,-24.3633679052032,134.235052630396,-314.348046827245,-425.170495758042,4.10264639890874
XB37,0.637316665415538,169.25887626962,-353.70496589111,-481.06296898863,4.26192354385629
XB38,-15.8050347677388,161.940103706814,-347.944730799024,-479.340702623004,4.45132996924345
XB39,-1.14358418197269,155.018302331369,-322.379512233202,-428.971987294909,4.28337323768002
XB4,-7.25059799119336,147.100460682028,-321.164495654303,-436.930074063589,3.75477763567294
XB40,-10.8106043291906,171.941473435122,-364.938308234782,-504.002180839143,4.07805690547463
XB41,8.07677578965752,180.360100170593,-358.539294940254,-489.057655615522,4.52370609465173
XB42,11.8154522649965,172.274834473408,-320.372475794868,-419.023216691254,4.78003354297203
XB43,-0.788121837622411,162.185814301789,-335.411112420375,-450.590903894016,4.58780210592987
XB44,-2.03689242634152,147.879912276522,-317.26051185858,-423.733351880576,4.40405529064847
XB45,-2.2493237121046,169.279557244162,-340.899895144126,-464.873075076634,4.55786870699083
XB46,-4.57556601771084,159.613730517599,-331.905169997757,-452.708857869671,5.19918025527607
XB47,-7.13374219053508,165.285049655506,-348.451516986255,-471.070015963227,5.07733639539763
XB48,-14.9161409120998,152.847632456534,-339.444916091679,-458.477634419114,4.10094486245043
XB49,-5.61167655199922,148.725503910804,-313.213796273158,-419.999937138968,4.59315520459052
XB5,-10.3296250116716,145.530437622354,-321.977605891915,-423.42105055631,4.45812581828794
XB50,-20.7323593433107,143.445007814275,-326.241234875537,-449.178086058228,4.30652165961494
XB6,-10.5488764514818,149.574128376437,-317.403697561974,-430.564886786884,4.62803185810225
XB7,-23.7484059824723,147.632152791098,-340.60013016866,-469.242138148778,4.69193104154424
XB8,14.2861332101085,176.284121800084,-339.664884675694,-449.164754863879,3.92073310141056
XB9,3.60915034299111,164.142137310526,-327.227850593951,-440.719622090967,5.3215563326478
XC1,392.788074789665,-146.27528761955,15.756457132495,20.7046366199928,3.97899362582182
XC10,704.69903303301,-364.990864990752,173.838044946458,-43.866825706298,4.45137934317676
XC11,709.53936134767,-360.289768683171,150.519873457443,-30.4802515616514,4.18964428416466
XC12,569.522522894848,-311.081221933665,152.520989120378,-42.7073675349768,3.67199407881551
XC13,641.474629620213,-344.817288719168,164.878425835269,-48.3352451919626,4.36782774375508
XC14,668.21759040832,-371.714686261237,179.73306105666,-53.4267717595133,4.36470457043925
XC15,795.373743324817,-425.570925277582,195.641588148415,-41.7077753150641,3.7861254149825
XC16,541.182095003658,-275.362511385274,114.768028721105,-25.8578991530793,4.43032967991517
XC17,829.122876017879,-443.326552156289,215.315846231798,-53.1646587768127,3.76583421641299
XC18,795.502332720003,-423.959714567828,199.247665107427,-48.988760645571,4.16273083458367
XC19,564.67469033839,-303.748879845855,146.105976643244,-39.4527906749929,4.49810431190102
XC2,518.86809313698,-247.893183159881,92.6851204865656,-17.6452758147569,4.74913359846412
XC20,695.339827258812,-346.672474898081,146.508089944711,-27.1435685191667,4.70641498703004
XC21,338.82565771266,-122.108093938219,16.4158175376456,16.3651997059637,5.51600503927546
XC22,616.042578776892,-314.435865518196,126.686695901542,-23.9876490240288,4.15297263841128
XC23,460.520057587662,-215.504744945507,74.7847451963887,-8.46866971686936,4.95447827244354
XC24,359.393884184884,-147.806765047068,18.6484049734182,11.8660122651536,5.05961266029115
XC25,585.421888834824,-289.516946468797,118.62729675537,-25.6370282695438,4.83544161175746
XC26,602.673957051882,-306.48456614536,129.504273865319,-27.288055091352,3.92934467763283
XC27,802.83861742819,-441.443702519588,212.592717162345,-55.7231216699879,4.1648108580145
XC28,627.050652085119,-293.713493927069,119.893807519592,-13.8113177829854,5.22778321437614
XC29,718.21523783088,-387.81134820264,184.232155054256,-49.272227910438,4.175301992934
XC3,549.644455279556,-289.940167727461,119.760354914582,-29.161672049455,4.03436004980104
XC30,412.416103075284,-160.658176379388,23.2222537152287,17.5439171040602,5.45684608362733
XC31,552.040131383626,-287.407900630871,113.017066255436,-21.668050198699,4.68394525810047
XC32,640.074329480905,-321.444495880478,142.11711180041,-32.5121878255828,4.89246170798458
XC33,653.895826444314,-346.327494429308,167.210742052687,-44.6006801367717,4.84527524558
XC34,676.906826712631,-385.006033409388,200.196313294911,-63.5907561872025,4.25646041412692
XC35,699.443314803337,-346.682639998865,156.243961731971,-32.4463423905837,4.14398413394349
XC36,812.281481488515,-462.202552430325,232.240151446462,-66.4053352996432,4.00765905660661
XC37,482.280697186066,-241.224517503117,95.2281962039124,-22.098623660144,4.39133941998893
XC38,610.905501595324,-325.484957158282,141.076590897318,-35.3587788134182,4.38238108272716
XC39,833.030241898147,-458.350153862725,233.153389282357,-65.854754552975,3.96270023860679
XC4,569.843188529367,-305.118515478302,142.903402691144,-36.8261460125888,4.07728410686498
XC40,459.870972842621,-204.974690449802,51.4348389192425,6.93186976516375,5.47499934871836
XC41,695.782276925973,-336.973350608466,141.617356755325,-24.1814310803382,4.86179655923957
XC42,718.791148494067,-355.187290039217,151.626791319581,-28.1041876096345,4.12095763894018
XC43,779.825380968207,-405.988417703961,198.149245580702,-47.7432279511614,4.12616669185283
XC44,771.952118574915,-418.912079886432,203.071568371426,-54.1799134660157,3.91711385114068
XC45,633.837874028298,-312.851503052662,132.747892332903,-29.4977480737168,4.32520172339496
XC46,747.447020888264,-408.266106410609,194.31650918864,-48.1132998433405,4.21006516851961
XC47,481.407915373557,-216.429466442473,70.2359756949092,1.04282314011207,4.72322624743756
XC48,666.067822767225,-326.136529760939,131.913076187616,-23.5736395770381,4.36058967589302
XC49,809.782917592707,-461.388776787424,240.213477628714,-72.4193635032434,4.2416085643674
XC5,536.241993110067,-253.775159914267,97.402992202991,-15.3194392138117,4.49487013389832
XC50,601.419159623096,-281.657979488748,99.7684359023367,-10.7657015216807,4.6846622538902
XC6,555.613298467951,-295.233931793498,138.757784232591,-36.7914190860815,3.58302405819736
XC7,467.656974737918,-226.694172797274,82.6769689756855,-8.45458738582137,4.68049738825921
XC8,643.08171659985,-328.928688583098,148.206709385831,-34.2341056720979,4.03785930758724
XC9,603.305411541935,-301.151386862887,137.233938278536,-26.9495063131425,4.57926147568861
XD1,76.4017857822752,120.17683094966,-356.363554912766,420.249810150056,1.420653211258
XD10,53.9052009882916,103.017464062679,-349.220595301131,403.725859827479,3.77560482077452
XD11,71.373707092266,114.763206881914,-358.668723142517,433.763235242468,3.96734524514718
XD12,33.8413749249743,95.2582915036305,-354.680008682286,421.676160556374,3.86594126532399
XD13,66.9774417031818,110.551233077587,-354.2189416497,416.869953706014,3.78448144520756
XD14,29.6580226525979,91.0058367405021,-346.137645663028,418.997794981303,3.7507032804301
XD15,31.1215231623157,100.473437560786,-346.246964346726,424.395841931415,4.21801776325129
XD16,79.2513560253093,98.0608963929028,-357.760295168743,420.28536262309,3.95427172556767
XD17,12.6698989858869,102.215647159629,-333.238995238406,414.810144275764,3.79249814605823
XD18,68.0961155735062,111.172267189036,-357.87688007798,421.571932840084,1.75296929746151
XD19,83.1791076937333,109.509999757672,-362.257620036135,424.083346819698,4.10213637556242
XD2,29.6837080068386,91.5189608920231,-350.231829185038,416.414901776651,4.64098802539124
XD20,53.3903270331037,110.021719636696,-355.273319900882,429.249871702056,0.283701326192183
XD21,64.3053232992868,96.5435276150616,-354.742366291674,411.931996900134,4.64600663293483
XD22,66.138981878684,110.553867094237,-360.260546541688,434.785437561806,4.14173911290697
XD23,42.0600747568843,94.0705982121405,-348.20118477666,414.873400089849,4.36928954311694
XD24,32.5967968707938,88.854729825248,-350.806422504956,418.255593138672,4.49698765431638
